,wmpid,face_url,face_2022,face_category
0,WMPID1299,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/johnboozmanupdated.jpg,yes,senate_general
1,WMPID1302,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Mark-Kelly.png,yes,senate_general
2,WMPID1305,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Michael_Bennet.jpg,yes,senate_general
3,WMPID1315,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Richard_Blumenthal.jpg,yes,senate_general
4,WMPID1321,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Marco_Rubio.jpg,yes,senate_general
5,WMPID174,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Howard_Knepper.jpg,yes,senate_general
6,WMPID1330,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Raphael_Warnock.jpg,yes,senate_general
7,WMPID1342,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Chuck_Grassley.jpg,yes,senate_general
8,WMPID1352,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Jerry_Moran.jpg,yes,senate_general
9,WMPID1357,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Rand_Paul.jpg,yes,senate_general
10,WMPID2244,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Charles_Booker1.jpeg,yes,senate_general
11,WMPID1370,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/XanJohn2.jpg,yes,senate_general
12,WMPID4757,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Jonathan-Dine.PNG,yes,senate_general
13,WMPID1396,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/ShannonBray.jpg,yes,senate_general
14,WMPID1399,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/John_Hoeven.jpg,yes,senate_general
15,WMPID1405,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/DonBolduc.jpg,yes,senate_general
16,WMPID1445,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Mike_Lee_113th_Congress.jpg,yes,senate_general
17,WMPID1450,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Ron_Johnson.jpg,yes,senate_general
18,WMPID4671,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Kelly_Tshibaka.jpg,yes,senate_general
19,WMPID4828,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Patricia-Chesbro.PNG,yes,senate_general
20,WMPID4999,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Buzz-Kelley.PNG,yes,senate_general
21,WMPID3864,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/brittkatie.jpg,yes,senate_general
22,WMPID2592,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Jarmal_Jabbar_Sanders.jpeg,yes,senate_general
23,WMPID1966,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,yes,senate_general
24,WMPID3679,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/WillBoyd2.jpg,yes,senate_general
25,WMPID5101,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/John_SophocleusAL.png,yes,senate_general
26,WMPID1969,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Natalie-James.PNG,yes,senate_general
27,WMPID1592,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Kenneth_Cates.jpg,yes,senate_general
28,WMPID1684,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Stuart-Shirrell.PNG,yes,senate_general
29,WMPID4444,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Richard-Gant.jpeg,yes,senate_general
30,WMPID4666,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/James-Garner.jpeg,yes,senate_general
31,WMPID3625,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/MarcVictor.jpg,yes,senate_general
32,WMPID3907,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/bmasters.jpg,yes,senate_general
33,WMPID1456,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Alex-Padilla.jpg,yes,senate_general
34,WMPID3569,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Mark-Meuser.PNG,yes,senate_general
35,WMPID1859,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,yes,senate_general
36,WMPID3196,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Joe-ODea.PNG,yes,senate_general
37,WMPID1773,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,yes,senate_general
38,WMPID3422,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Frank_Atwood.jpg,yes,senate_general
39,WMPID4019,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Leora-Levy.PNG,yes,senate_general
40,WMPID4773,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/KristiTalmadge.jpg,yes,senate_general
41,WMPID3659,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Steven_B_Grant.jpg,yes,senate_general
42,WMPID176,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Dennis_Misigoy.jpg,yes,senate_general
43,WMPID787,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Val-Demings.PNG,yes,senate_general
44,WMPID2873,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/TuanNguyen.jpg,yes,senate_general
45,WMPID3076,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/UlomaEkpete.png,yes,senate_general
46,WMPID1644,,yes,senate_general
47,WMPID2249,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Moses_Quiles.jpg,yes,senate_general
48,WMPID4511,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Herschel_Walker.png,yes,senate_general
49,WMPID3554,,yes,senate_general
50,WMPID4086,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/ChaseOliver.jpg,yes,senate_general
51,WMPID2612,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Bob-McDermott.jpg,yes,senate_general
52,WMPID3712,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/FeenaBonoan4.jpg,yes,senate_general
53,WMPID4797,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Emma_Pohlman.jpeg,yes,senate_general
54,WMPID4847,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Dan_Decker.png,yes,senate_general
55,WMPID2549,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/FrankenMikeHeadshot.jpg,yes,senate_general
56,WMPID2511,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Scott_Cleveland.jpg,yes,senate_general
57,WMPID2576,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/DavidRoth.jpg,yes,senate_general
58,WMPID3320,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Oct72020530AM_80182230_IdahoLawPicDLCongressforIL.png,yes,senate_general
59,WMPID3751,,yes,senate_general
60,WMPID4183,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Bill_Redpath1.jpeg,yes,senate_general
61,WMPID2659,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/KathySalvi.jpg,yes,senate_general
62,WMPID2419,,yes,senate_general
63,WMPID4510,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Haneefah-Khaaliq.jpg,yes,senate_general
64,WMPID3496,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,yes,senate_general
65,WMPID241,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,yes,senate_general
66,WMPID1575,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/mcd4c_headshot.jpg,yes,senate_general
67,WMPID3441,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/James_Sceniak.jpg,yes,senate_general
68,WMPID3765,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Mark_Holland2022.jpg,yes,senate_general
69,WMPID5153,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/David-Graham.PNG,yes,senate_general
70,WMPID2695,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/David_Biery.jpeg,yes,senate_general
71,WMPID2339,,yes,senate_general
72,WMPID4438,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/mixonluke.jpg,yes,senate_general
73,WMPID4532,,yes,senate_general
74,WMPID4727,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/_DSC9626-min.jpg,yes,senate_general
75,WMPID3983,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Syrita_Steib1.png,yes,senate_general
76,WMPID4822,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,yes,senate_general
77,WMPID1507,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/MVMendoza1-min.jpg,yes,senate_general
78,WMPID1722,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,yes,senate_general
79,WMPID4545,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Eric-Schmitt.PNG,yes,senate_general
80,WMPID1599,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,yes,senate_general
81,WMPID4178,,yes,senate_general
82,WMPID4659,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/TrudyBuschValentine.png,yes,senate_general
83,WMPID4903,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/289447832_109033701848963_5180864248405293115_n.jpg,yes,senate_general
84,WMPID5005,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Paul-Venable.PNG,yes,senate_general
85,WMPID3087,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,yes,senate_general
86,WMPID4423,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/kimrey.jpg,yes,senate_general
87,WMPID3197,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,yes,senate_general
88,WMPID3297,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Cheri_Beasley.jpg,yes,senate_general
89,WMPID3949,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Ted-Budd.PNG,yes,senate_general
90,WMPID3021,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Matthew_Hoh1.jpeg,yes,senate_general
91,WMPID4235,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Marc_White.jpeg,yes,senate_general
92,WMPID1886,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/MichelleLewis.jpeg,yes,senate_general
93,WMPID2989,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/KatrinaChristiansen.jpg,yes,senate_general
94,WMPID2496,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Jeremy_Kauffman___.jpg,yes,senate_general
95,WMPID4165,,yes,senate_general
96,WMPID2154,,yes,senate_general
97,WMPID2987,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/AdamLaxalt2015.jpg,yes,senate_general
98,WMPID1989,"https://img1.wsimg.com/isteam/ip/3ecbf67c-ddf5-4a93-8f4f-9ae81bf87cf6/ADB2519E-6550-4D5E-8176-03897ECD76AB.jpeg/:/cr=t:0%25,l:0%25,w:100%25,h:100%25/rs=w:1073,cg:true",yes,senate_general
99,WMPID5009,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Barry_lindemann.jpg,yes,senate_general
100,WMPID3120,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Diane-Sare.PNG,yes,senate_general
101,WMPID3922,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/May242020355AM_80182230_CampaignHeadshot.jpg,yes,senate_general
102,WMPID468,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,yes,senate_general
103,WMPID3228,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,yes,senate_general
104,WMPID3108,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/joepinion.JPG,yes,senate_general
105,WMPID4034,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/WalterMasterson.png,yes,senate_general
106,WMPID2324,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Vivika_Alexander.png,yes,senate_general
107,WMPID4091,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,yes,senate_general
108,WMPID3360,https://scontent-lga3-2.xx.fbcdn.net/v/t39.30808-6/319984556_678342187179291_966731306737248285_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=09cbfe&_nc_ohc=ZQRgvA6BT-8AX_Ytx02&_nc_ht=scontent-lga3-2.xx&oh=00_AfB-kvz0vy_Irky1Cf2U4vCgD6V7K_z8kYYBDtIOYpljmw&oe=63AC02AB,yes,senate_general
109,WMPID1763,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,yes,senate_general
110,WMPID3217,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Tim_Ryan_OH.JPG,yes,senate_general
111,WMPID3111,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Samuel_Ronan1.jpg,yes,senate_general
112,WMPID3328,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/J.D._Vance.png,yes,senate_general
113,WMPID3267,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Bill_Graham.jpeg,yes,senate_general
114,WMPID3936,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,yes,senate_general
115,WMPID3332,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Jason_Bollinger.jpeg,yes,senate_general
116,WMPID3844,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Madison-Horn.PNG,yes,senate_general
117,WMPID834,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Markwayne-Mullin.PNG,yes,senate_general
118,WMPID1214,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/KENDRA_HORN.jpg,yes,senate_general
119,WMPID1756,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Kenneth-Blevins.PNG,yes,senate_general
120,WMPID4906,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/MichaelLDelane.jpg,yes,senate_general
121,WMPID2221,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Dan-Pulju.PNG,yes,senate_general
122,WMPID1753,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Michael_Stettler.jpeg,yes,senate_general
123,WMPID5125,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/chenry.jpeg,yes,senate_general
124,WMPID2723,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Everett_Stern113.JPG,yes,senate_general
125,WMPID2092,,yes,senate_general
126,WMPID1790,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/moz.jpg,yes,senate_general
127,WMPID3219,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Quincy_Magee.jpeg,yes,senate_general
128,WMPID4173,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/ErikGerhardt.png,yes,senate_general
129,WMPID2117,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Krystle_Matthews1.jpg,yes,senate_general
130,WMPID4327,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,yes,senate_general
131,WMPID3203,,yes,senate_general
132,WMPID3780,,yes,senate_general
133,WMPID5066,https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png,yes,senate_general
134,WMPID1465,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/John_Thune.jpg,yes,senate_general
135,WMPID2037,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Brian-Bengs.PNG,yes,senate_general
136,WMPID5113,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Tamara_Lesnar.jpg,yes,senate_general
137,WMPID3978,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Evan-McMullin.PNG,yes,senate_general
138,WMPID4530,https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png,yes,senate_general
139,WMPID4261,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/James-Arthur-Hansen.PNG,yes,senate_general
140,WMPID4959,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,yes,senate_general
141,WMPID4493,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,yes,senate_general
142,WMPID4322,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/118846100_2683122731927053_4397710660880059030_n.jpg,yes,senate_general
143,WMPID1029,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Peter-Welch.jpg,yes,senate_general
144,WMPID3158,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/KerryRahebVT.png,yes,senate_general
145,WMPID3442,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/ChristopherHelali.jpg,yes,senate_general
146,WMPID4168,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Gerald_Malloy.jpeg,yes,senate_general
147,WMPID1273,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/CrisEricson.jpg,yes,senate_general
148,WMPID5029,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Martha_Abbott.jpg,yes,senate_general
149,WMPID1469,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Patty_Murray.jpg,yes,senate_general
150,WMPID2158,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/TiffanySmiley.jpeg,yes,senate_general
151,WMPID3887,,yes,senate_general
152,WMPID2352,https://cdn.ballotpedia.org/images/thumb/f/fb/Silhouette_Placeholder_Image.png/150px-Silhouette_Placeholder_Image.png,yes,senate_general
153,WMPID4650,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Mandela-Barnes.jpg,yes,senate_general
154,WMPID1471,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Lisa_Murkowski.jpg,yes,senate_general
155,WMPID1478,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Brian_Schatz__official_portrait__113th_Congress_2-7_fixed.jpg,yes,senate_general
156,WMPID1481,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/John_Neely_Kennedy__official_portrait__115th_Congress_2-7_fixed.jpg,yes,senate_general
157,WMPID4986,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/bradleymcmorrisimage1.jpeg,yes,senate_general
158,WMPID1492,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/James_Lankford.jpg,yes,senate_general
159,WMPID5129,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/RayWoods.jpg,yes,senate_general
160,WMPID1493,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/jo_rae_perkinsor1.png,yes,senate_general
161,WMPID1495,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Tim_Scott.jpeg,yes,senate_general
162,WMPID1504,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Tammy_Duckworth__official_portrait__113th_Congress-7_fixed.jpg,yes,senate_general
163,WMPID1505,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Todd_C._Young.jpg,yes,senate_general
164,WMPID1510,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Chris_van_Hollen.jpg,yes,senate_general
165,WMPID4810,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Chris-Chaffee.PNG,yes,senate_general
166,WMPID1514,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Maggie_Hassan__official_portrait__115th_Congress_fixed.jpg,yes,senate_general
167,WMPID1516,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Catherine_Cortez_Masto.jpg,yes,senate_general
168,WMPID1518,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/RobertMurphyOK2.jpg,yes,senate_general
169,WMPID1519,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Ron_Wyden.jpg,yes,senate_general
170,WMPID2065,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/John-Fetterman.PNG,yes,senate_general
171,WMPID1531,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Mike_Crapo.jpg,yes,senate_general
172,WMPID1547,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Chuck_Schumer_113th_Congress.jpg,yes,senate_general
